Scenario;UserName;ModelName;Studyname;Attribute;Process;Period;Region;Pv;Sow
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDOFF8";"2025";"REG1";"0,0294436583317828";"2"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWSUN01";"2045";"REG1";"0,734896736141967";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDON";"2045";"REG1";"0,202178905166774";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDOFF8";"2045";"REG1";"0,203225453242743";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWSUN01";"2040";"REG1";"0,734896736141967";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDON";"2040";"REG1";"0,202178905166774";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDOFF8";"2040";"REG1";"0,203225453242743";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWSUN01";"2035";"REG1";"0,734896736141967";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDON";"2035";"REG1";"0,202178905166774";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDOFF8";"2035";"REG1";"0,203225453242743";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWSUN01";"2030";"REG1";"0,579102501052874";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDON";"2030";"REG1";"0,117705555011536";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDOFF8";"2030";"REG1";"0,165155166582106";"1"
"timeseries_stoch_spines";"lucas";"KModel_04";"pilot_runs";"VAR_Cap";"ELERNWINDOFF8";"2025";"REG1";"0,0294436583317828";"1"
